Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude,Author
"@em_com Iludido 
Jamais ganhará 
#kalil #alexandrekalil 
Mais 4 anos com o melhor prefeito",2020-11-15 17:23:35,pt,,0.0,0.0,@em_com,Neilton Sen🅰️,🤓,1057.0,1145.0,1448.0,897.0,1.0,False,,,@sena_guedes
"@ramaralramos Ibope tem que fechar as portas se der xD
https://t.co/GHpYE8gylW

Eu tô achando bom não ter que sair de novo pra votar 😅",2020-11-15 17:23:30,pt,,1.0,0.0,@ramaralramos,Luciano Feltre,,6480.0,934.0,170.0,172.0,3.0,False,,,@Kaxassas_turn
"O Kalil tá praticamente eleito aqui, nem vai ter graça a apuração https://t.co/ONAPwmmMWs",2020-11-15 17:23:26,pt,,0.0,0.0,,marry,"Isso daqui é extremamente INÚTIL.

Observação importante: Tenho problemas mentais /severos/.

Eu não incito nenhum tipo de crime... apenas brinco sobre.........",11499.0,17177.0,333.0,169.0,0.0,False,,,@MarryTheJin
Eu disse não ao ditador #Kalilnao #Kalil,2020-11-15 17:23:03,pt,,0.0,0.0,,Ventos Frios 🔺,"Em busca do capital moral.
Tenham paciência e não permitam que ninguém quebre seus espíritos.",101814.0,147930.0,1323.0,1612.0,14.0,False,,,@tiabili
@gabrielptA2 Nem votei no Kalil mas misturar futebol com política é uma coisa bem imbecil neh?????,2020-11-15 17:22:56,pt,,0.0,0.0,@gabrielptA2,Key,Tentando sobreviver nessa selva.,2660.0,13328.0,377.0,326.0,0.0,False,,,@Almost_Invi
"cara o quanto eu amo a Thais Ribeiro, ninguém entende. A áurea dela é tão linda e tão apaixonante, fds um dia vo casar com essa mulher",2020-11-15 17:22:54,pt,,0.0,0.0,,Ingrid Mar,♌️🇧🇷🏳️‍🌈,6432.0,14346.0,641.0,215.0,0.0,False,,,@Ingridmar20
@howtosara torcendo muito para a áurea 🥺,2020-11-15 17:22:47,pt,,0.0,0.0,@howtosara,leo leal,,6967.0,9681.0,698.0,459.0,1.0,False,,,@leonardolealm2
"@naldin67 @Ld1as Vote 55 para tirar o Kalil amigo, prefeito paia",2020-11-15 17:22:40,pt,,1.0,0.0,@naldin67,Thamiris,"Que Deus te dê em dobro, tudo aquilo que me desejar!",40492.0,12200.0,500.0,3296.0,5.0,False,,,@thamirsx
"Eu acho inaceitável o Kalil ganhar em BH no primeiro turno. Sempre vou culpar o Pimentécio (aliança do Fernando Pimentel e Aecio Neves) para levar Marcio Lacerda ao poder. De lá pra cá, foi só ladeira abaixo.",2020-11-15 17:22:30,pt,,1.0,0.0,,Ludmila Azevedo,"Jornalista, roteirista, produtora, cronista e podcaster // I'm not here. This isn't happening",34445.0,8973.0,1655.0,1723.0,16.0,False,,,@ludj
Ela podia tanto comer o c* do kalil e ganhar esse carai desse trem,2020-11-15 17:21:47,pt,,1.0,0.0,@naluarmond,mond,"18 aninhos, mineira, cruzeirense e cachorrinha da boca rosa",80.0,51.0,76.0,52.0,0.0,False,,,@naluarmond
"Não vote em quem tirou seu emprego, não vote no Kalil Faliu!",2020-11-15 17:21:42,pt,,0.0,0.0,,Fred Jacob,"Conservadorismo não é para gente de geléia. Você tem a vista da montanha que você sobe! Conservador, a Direita sempre!🇧🇷🇮🇱🇺🇸🇹🇼",105866.0,115205.0,3829.0,2736.0,6.0,False,,,@fredcarval
@rrritzA @kalil_pz KKKKKKKKKK cara perdão,2020-11-15 17:21:36,pt,,0.0,0.0,@rrritzA,𝘲𝘶𝘦𝘦𝘯⁷,🌙,2405.0,33450.0,573.0,237.0,2.0,False,,,@queeneleay
Votinho na Áurea ta ok ✅,2020-11-15 17:21:26,pt,,1.0,0.0,,mond,"18 aninhos, mineira, cruzeirense e cachorrinha da boca rosa",80.0,51.0,76.0,52.0,0.0,False,,,@naluarmond
Eu na fila pronto pra fechar com Kalil e Duda: https://t.co/Dddwfm0Apu,2020-11-15 17:21:22,pt,,2.0,0.0,,Tia Turbina,"I'm not like a ""regular"" mom, I'm a ""cool"" mom.",16148.0,10004.0,201.0,110.0,1.0,False,,,@glhrmme_
O meu voto o Kalil não teve!!,2020-11-15 17:20:59,pt,,1.0,0.0,,Júlio César,23 anos| Direita 🇧🇷| Mineiro “Uai Sô”🔺| Sonhador| Administração| Esportes| Tecnologia| “Ser simples é o que me faz grande!”,489.0,1012.0,388.0,132.0,0.0,False,,,@julioc_vs_
E vença o Kalil,2020-11-15 17:20:48,pt,,0.0,0.0,,Duda,,92241.0,1829.0,1957.0,2343.0,2.0,False,,,@anaeduardaa_
"se o kalil ganhar no primeiro turno eu vou ficar bem surpresa viu, nem sabia que tinha tanta gente assim que gostava dele",2020-11-15 17:20:36,pt,,0.0,0.0,@fetnsnda,fernanda,to boldly go where no man has gone before 💫,7229.0,1893.0,47.0,576.0,0.0,False,,,@fetnsnda
Kalil é foda https://t.co/hUD10auf0N,2020-11-15 17:20:23,pt,,0.0,0.0,,Pedro Gabriel 🐃 🎠,Te amo Galo 🐔🎠,8679.0,66041.0,362.0,113.0,0.0,False,,,@Peedrogafesi
"Preserve sua saúde, preserve seu emprego, não vote no Kalil Faliu! https://t.co/nuuu7cZ7PZ",2020-11-15 17:20:20,pt,,1.0,0.0,,Fred Jacob,"Conservadorismo não é para gente de geléia. Você tem a vista da montanha que você sobe! Conservador, a Direita sempre!🇧🇷🇮🇱🇺🇸🇹🇼",105866.0,115205.0,3829.0,2736.0,6.0,False,,,@fredcarval
dps os cara acha ruim pq kalil leva no primeiro turno https://t.co/mG8mEjsLrt,2020-11-15 17:20:18,pt,,1.0,1.0,,pedleman,sei qq to fazendo aqui não,45108.0,5629.0,1406.0,715.0,3.0,False,,,@phenrigc
Atleticano gritando fazendo gracinha que tentou votar no Kalil e não conseguiu e eu querendo gritar de volta que ele tinha que ter transferido o título pra BH,2020-11-15 17:19:37,pt,,0.0,0.0,,bIA,fofa igual uma pedra,7758.0,4162.0,334.0,109.0,0.0,False,,,@rochaprofana
"Não vote no Kalil faliu, depois da eleição ele vai fechar tudo de novo e quebrar mais geral ainda. https://t.co/wsadGCHFqw",2020-11-15 17:19:06,pt,,2.0,0.0,,Fred Jacob,"Conservadorismo não é para gente de geléia. Você tem a vista da montanha que você sobe! Conservador, a Direita sempre!🇧🇷🇮🇱🇺🇸🇹🇼",105866.0,115205.0,3829.0,2736.0,6.0,False,,,@fredcarval
"""Cruzeirense que vota no Kalil não é Cruzeirense""

Ah vai tomar no seu cu",2020-11-15 17:18:54,pt,,0.0,0.0,,Rayanne Scolari🇮🇹🇭🇳,"Coisas desnecessárias e futebol⚽❤
1.6y
Beagá é quem?

O Cruzeiro é a minha vida,e se você odeia o Cruzeiro,pode ter problemas comigo💙🦊🤍",4047.0,32878.0,953.0,322.0,2.0,False,,,@FRaydias2
eh mt engraçado ver que a maioria da galera que faz barulho contra o kalil é bolsominion kkkkkk,2020-11-15 17:18:40,pt,,0.0,0.0,,fernanda,to boldly go where no man has gone before 💫,7229.0,1893.0,47.0,576.0,0.0,False,,,@fetnsnda
"Áurea e Duda, tudinho",2020-11-15 17:18:38,pt,,1.0,0.0,@alienuclewr,ludmila,desisti • 🏳️‍🌈,2912.0,15035.0,2105.0,2149.0,1.0,False,,,@alienuclewr
"@ghmfrade @SrxAlegria (eu odeio o conceito de populismo porque ele virou um termo coringa mas sou tentando a dizer que Kalil é ""O"" populista, ele é capaz de surpreender todo mundo para o bem ou para mal, a relação dele com o plano diretor, ocupações, secretaria de Cultura mostra isso)",2020-11-15 17:18:37,pt,,3.0,0.0,@xpaulorochax,Paulo Rocha,"Minha vida é uma lista interminável de projetos criminosos, afetivos e impossíveis",15660.0,32551.0,464.0,1258.0,11.0,False,,,@xpaulorochax
"@salomaopontes @Falagalo13 @Atletico A primeira gestão do Kalil, um monte baba ovo, foi tão ruim quanto. A diferença é que o Sette Câmara sairá deixando um grande legado na parte administrativa do clube. E quem sabe um título brasileiro.",2020-11-15 17:18:19,pt,BR,0.0,0.0,@salomaopontes,junior Caetano 🇧🇷 🇺🇸 🇮🇱,"Sou um cara cheio de defeitos porém fiel as minhas convicções. Tenho como paixão o Clube Atlético Mineiro, o Galo das Alterosas.",28103.0,12175.0,425.0,396.0,0.0,False,,,@jmcaetano10
"Num episódio como esse só  imagino como seria a declaração de kalil pós jogo ,estaria indignado pondo a boca no trombone, e sette Câmara essa ameba de merda ,frouxo sonso,faz nada https://t.co/QQHRpbfEkE",2020-11-15 17:18:14,pt,BR,2.0,0.0,,Denissonrodrigues13,"Clube atlético mineiro 🐔
atleticano de muita fé , apaixonado pelo galo,uma vez até morrer. 
Atleticano segue atleticano.",1385.0,2154.0,1248.0,1051.0,0.0,False,,,@Denissonrodrig7
Espero que a Áurea venha forte,2020-11-15 17:17:51,pt,,0.0,0.0,,jãozada,"Eu amo música, dança e o Cruzeiro Esporte Clube",43188.0,37167.0,529.0,664.0,0.0,False,,,@extreme_wj
e os belorizontinos já votaram na áurea????,2020-11-15 17:17:45,pt,,1.0,0.0,@hiponga58,giovanna,ando sem documento,130424.0,88407.0,757.0,1278.0,3.0,False,,,@hiponga58
"@eitarafaeeela A minha tá horrorosa, mas o sorriso da Áurea na urna até iluminou a sala",2020-11-15 17:17:45,pt,,1.0,0.0,@eitarafaeeela,attcipriani,,391.0,7095.0,525.0,113.0,0.0,False,,,@attcipriani
"""mas a foto da Áurea Carolina não tá aparecendo"" ""senhora estamos em Ibirité""",2020-11-15 17:17:25,pt,,0.0,0.0,@petssematary,matildinha,eu tô triste e isso no vai mudar enquanto eu não me vacinar,120332.0,1927.0,1924.0,9395.0,47.0,False,,,@petssematary
Não votem no Kalil #ForaKalixo https://t.co/Gw3xvcInZ3,2020-11-15 17:17:12,pt,,0.0,0.0,,Gleison Cec 🅨,"Cruzeiro Sempre 🦊💙🏆🇭🇳
Brasil acima de tudo, Deus acima de todos!🙏🇧🇷
#BolsonaroEstamosContigo
#Bolsonaroate2026 🇧🇷",11814.0,22767.0,3609.0,5966.0,3.0,False,,,@gleisonsoarees
"Eu já postei mas postarei novamente.
Dois quarteirões de santinho do Kalil sujando os passeios.... https://t.co/rz4Nga7rRY",2020-11-15 17:16:59,pt,,3.0,1.0,,Maria Aurea #BolsonaroTrabalhaPeloPovo,"Só o amor cobre multidões de pecados.❤️🇧🇷💙💚💛  #BolsonaroTrabalhaPeloPovo #BolsonaroPresidente
#BolsonaroReeleito
#BolsonaroAte2026",39093.0,78444.0,5333.0,5003.0,0.0,False,,,@MariaAurea6
doida pro kalil declarar lockdown amanhã mesmo,2020-11-15 17:16:48,pt,,0.0,0.0,,may,comer dormir e reclamar,8648.0,22910.0,127.0,278.0,1.0,False,,,@maaydias2
"Pronto, já votei na Áurea e na Duda!!! #voucomDuda #AureaPrefeita",2020-11-15 17:16:33,pt,BR,0.0,0.0,,sindy 5️⃣0️⃣,"justin, 5h, demi and selena are my aesthetic",20088.0,47735.0,2500.0,2695.0,7.0,False,,,@ddIgomwz
@ghmfrade @SrxAlegria Concordo muito com o Dário e diria mais: isso criou um problema para a esquerda institucional em BH porque grande parte incluso gente do PT e PSOL admitindo que Kalil tem feito uma boa gestão e relativamente tranquilo dele se reeleger,2020-11-15 17:16:28,pt,,2.0,0.0,@ghmfrade,Paulo Rocha,"Minha vida é uma lista interminável de projetos criminosos, afetivos e impossíveis",15660.0,32551.0,464.0,1258.0,11.0,False,,,@xpaulorochax
"votei duda e áurea ❤ vai bh, me faz feliz um pouquinho!",2020-11-15 17:15:46,pt,,2.0,0.0,,sara #SOSAMAPA,hot girl with no talent,51077.0,46725.0,507.0,539.0,1.0,False,,,@howtosara
"@vandal_afc Foi bem bom!!!
O Leo da muito peso na chapa da Aurea",2020-11-15 17:15:44,pt,,1.0,0.0,@vandal_afc,João Maia,"Professor de História, cruzeirense, jovem que luta e que sonha",45019.0,18788.0,969.0,745.0,3.0,False,,,@joaomaia80
a fancam do kalil literalmente morrendo o povo não tem limite,2020-11-15 17:15:35,pt,,0.0,0.0,,mary liv,"never place your trust in us. we're only human. inevitably, we will disappoint you",78334.0,84717.0,2142.0,1549.0,25.0,False,,,@angeIabar
"@rrritzA @kalil_pz eu acompanhei isso ai pela gringa, e q eu saiba os gringo tao puxando isso mais pro lado da representatividade seletiva. Não sei oq os br tao falando, eu acho q tem gnt atacando o herrinhi(pessoalmente), por causa disso",2020-11-15 17:15:30,pt,,0.0,0.0,@rrritzA,𝘲𝘶𝘦𝘦𝘯⁷,🌙,2405.0,33450.0,573.0,237.0,2.0,False,,,@queeneleay
"Hoje Torço para:

França em SP
Martha no Rio
Sarto em FOR
Goura em CWB
Kalil em BH
Gandini em VIX
Juliana em POA
João em REC
Edvaldo em AJU
Edmilson em BEL
Bruno em SSA
Neto em SLZ
Dagoberto em CGR 

#Eleicoes2020",2020-11-15 17:15:27,pt,,2.0,0.0,,Cirão Capixaba 🌹🇧🇷,Ciro Gomes Presidente 2022,10598.0,15770.0,1842.0,2231.0,7.0,False,,,@CapixabaCirao
@CarliezeIsabel Sorte que Áurea não ganha. Horrível,2020-11-15 17:15:26,pt,,0.0,0.0,@CarliezeIsabel,Henrique,,315.0,130.0,334.0,25.0,0.0,False,,,@henriquecl8
"@Pinguim_Obesokk Desde de 1870 com a questão religiosa, a monarquia teve uma ruptura com os bispos. Isabel pretendia resgatar esses laços. A monarquia perdeu o apoio dos latifundiários pós lei áurea então ganharia novamente o apoio da igreja",2020-11-15 17:15:21,pt,,0.0,0.0,@SantosRodrigo76,Rodrigo Santos,,878.0,2819.0,189.0,145.0,0.0,False,,,@SantosRodrigo76
"Fora Kalil, não votem no Kalil, em Belo Horizonte mais de 11000 empresas foram fechadas, lojas com mais de 60 anos de tradição fecharam, você que perdeu seu emprego Não vote no Faliu. https://t.co/S43xz9r46M",2020-11-15 17:15:15,pt,,0.0,0.0,,Fred Jacob,"Conservadorismo não é para gente de geléia. Você tem a vista da montanha que você sobe! Conservador, a Direita sempre!🇧🇷🇮🇱🇺🇸🇹🇼",105866.0,115205.0,3829.0,2736.0,6.0,False,,,@fredcarval
"tem erros e defeitos mas o Kalil como pessoa é muito meu espírito animal 

""Tô aqui mas não queria está mas já que tô paciência"" https://t.co/08NxT7kYrL",2020-11-15 17:15:12,pt,,1.0,0.0,,matildinha,eu tô triste e isso no vai mudar enquanto eu não me vacinar,120332.0,1927.0,1924.0,9395.0,47.0,False,,,@petssematary
Votei 16 pq KALIL não dava não turma boa.,2020-11-15 17:14:10,pt,,0.0,0.0,,Di Ribeiro 🇧🇷🌹,"Programador, publicitário e empresário... Cruzeirense fanático e um pai apaixonado...",3917.0,7061.0,512.0,367.0,0.0,False,,,@DiegoRi42010436
@octavio_guedes mto bom com seu sarcasmo!! @GloboNews #Eleicoes2020,2020-11-15 17:13:50,pt,,0.0,0.0,@octavio_guedes,Jose Kalil 🇧🇷🇱🇧 😷,Relações Internacionais e Comércio Exterior. Culturas e viagens.,408.0,12526.0,569.0,60.0,0.0,False,,,@kalil_jose
pode ver que as pessoas que são contra o Kalil é gado do Bolsonaro. Então sendo assim cada vez mais certeza que estou do lado certo em votar no Kalil ✌,2020-11-15 17:13:48,pt,,1.0,0.0,,LEKO,"@Atletico - @MiamiHEAT

tenho histórico de atleta",21398.0,17619.0,407.0,608.0,0.0,False,,,@leeandrocamposs
Magina áurea candidatando a governadora depois dizer estar comprometida com a prefeitura depois candidatando a presidência depois de dizer estar comprometida com mg e chegando ao quinto cargo em 10 anos,2020-11-15 17:13:26,pt,,0.0,0.0,@mendesdoarrocha,cachorro no colo da vó,diário da minha rotina intestinal,284.0,4224.0,260.0,79.0,0.0,False,,,@mendesdoarrocha
@caraipoperai Alexandre Kalil.. mas ele tem uma vibe meio moderada,2020-11-15 17:13:24,pt,,0.0,0.0,@caraipoperai,joão,tá posto,1933.0,1413.0,46.0,33.0,0.0,False,,,@ttrnss
"eu tbm queria votar no kalil, mas morando em santa luzia é dificil https://t.co/jfT13w2c1U",2020-11-15 17:13:15,pt,,0.0,0.0,,Lucas Araújo Santos,"estudante de engenharia,Atleticano, solteiro, meio normal...kkkk",2178.0,744.0,2284.0,97.0,0.0,False,,,@LASantos1990
"@rrritzA @kalil_pz a vogue em si, dona do op, nao mencionou Gender fluidity, mas outras revistas sites e etcetc mencionaram isso qnd repostaram a participaçao do herryes na vogs",2020-11-15 17:13:14,pt,,0.0,0.0,@rrritzA,𝘲𝘶𝘦𝘦𝘯⁷,🌙,2405.0,33450.0,573.0,237.0,2.0,False,,,@queeneleay
Os apoiadores de bruno engler tão falando que kalil é de esquerda 🤦🏿‍♀️,2020-11-15 17:13:10,pt,,0.0,0.0,,w.,"Amor sincero ao alvinegro 🐓🖤🤍                              

@atletico",10608.0,10194.0,1066.0,1027.0,10.0,False,,,@thegdw
"@HSV0GUE Como disse anteriormente, basta votar no Kalil e seus 3 mil túmulos em uma loja de calcinhas. Se quiser saber mais a respeito pesquise sobre seu candidato, suas licitações e afins ;)",2020-11-15 17:13:02,pt,,0.0,0.0,@HSV0GUE,Anne,"Alexandre Filipe ♡
 ~ Mãe do Sam e da Lilian

#meusfilhosminhasregras",380.0,822.0,39.0,10.0,0.0,False,,,@brsuncake
completamente decepcionada com todos meus amigos que traíram o kalil,2020-11-15 17:13:00,pt,,2.0,0.0,,jigglypuff cidadã kaliler,"uma pessoa horrível; mistura do mal, com atraso e pitadas de psicopatia",18179.0,13661.0,316.0,317.0,0.0,False,,,@proletarianna
"A pessoa diz que ""a ditadura militar foi a melhor coisa que aconteceu"" Mas diz que não vai votar o Kalil pq ele é ditador. Ué, ditadura boa é só aquela que te convém né?",2020-11-15 17:12:53,pt,,0.0,0.0,,Polly Antunes,"Utilizadora master de gambiarra comunicativa;
Futura enfermeira Cardiologista (Amém!);
A Louca dos corações;
Humana do dog Nick;
&
Escritora do EnferMap ❤",1446.0,1010.0,112.0,94.0,0.0,False,,,@pollyantunes
"@joaomaia80 Com certeza, achei massa vocês já começarem com a Áurea isso vai trazer muita gente pra junto nos próximos pleitos",2020-11-15 17:12:43,pt,,0.0,0.0,@joaomaia80,Vandal - Faltam 27 pontos,"Torcedor FULL América desde 1990.
https://t.co/FVM8wOs5z2",10782.0,22498.0,323.0,378.0,2.0,False,,,@vandal_afc
foi triste votar na áurea sabendo q ela n tem chance nenhuma,2020-11-15 17:12:41,pt,,0.0,0.0,,Carol,I personally love to over analyze everything and suffer,5771.0,27533.0,305.0,73.0,0.0,False,,,@xcaroldias
bella gonçalves e aurea carolina se quiserem o mundo eu dou https://t.co/fAxJG8B0ju,2020-11-15 17:12:28,pt,,0.0,0.0,,𝐷𝑎𝑟𝑙𝑖𝑛𝑔,"𝚋𝚞𝚝 𝚖𝚊𝚢𝚋𝚎 𝙸 𝚗𝚎𝚎𝚍 𝚢𝚘𝚞, 𝓽𝓱𝓪𝓽'𝓼 𝓪𝓵𝓵",60561.0,67659.0,1197.0,1648.0,12.0,False,,,@caipichiara
Macaé Evaristo e Áurea,2020-11-15 17:12:27,pt,,0.0,0.0,,Ma,Gamer de palavras cruzadas,257.0,2448.0,50.0,20.0,0.0,False,,,@fonsecacoms
"Meus queridos mineiros de BH, vcs querem voltar pro lockdown, pro “fique em casa “, foram mais de 11 mil empresas falidas em BH e milhares de país dd família desempregados pelo Kalil. 
Votem pela renovação, votem @BrunoEnglerDM ! #NaoVoteNoKalil #KalilNao https://t.co/a5a9MBV4ot",2020-11-15 17:12:26,pt,,0.0,0.0,,Alan Andrade 🇧🇷🇺🇸🇮🇱🇵🇱,DDs. Msc. Esp. Hab. ⚜️ Periodontista ⚜️ Implantodontista ⚜️ Laserterapia ⚜️ HOF Anti-comunismo 💪 Anti-mimimi 💪Bolsonarista 💪Patriota 🇧🇷,28150.0,158759.0,3303.0,2985.0,2.0,False,,,@arquiteturaoral
Engracado q todos q tao contra o kalil sao bolsominions kkkkkkk fica evidente q ele é a escolha certa só c isso,2020-11-15 17:11:58,pt,,2.0,0.0,,enrico,Engenharia Aeroespacial | UFMG,4117.0,10764.0,244.0,251.0,0.0,False,,,@enrico_abreu
"1º NAS PESQUISAS EM VG

Kalil destaca receptividade dos eleitores e vota confiante na vitória

https://t.co/ywrsvTMfgq",2020-11-15 17:11:52,pt,,0.0,0.0,,reportermt.com.br,,26814.0,8.0,1807.0,5827.0,43.0,False,,,@reportermt
queria ter tirado título pra poder votar na duda e na aurea mas depois de ver as fotos do e-título nem sei,2020-11-15 17:11:34,pt,,0.0,0.0,,͏dani,life is a party and im the piñata || insta: danialvesr_,4300.0,5191.0,204.0,191.0,0.0,False,,,@danialvesr_
Aí se áurea for pro segundo turno vai ser paia pq quem for eleito vai ficar só 2 anos,2020-11-15 17:11:25,pt,,1.0,0.0,@mendesdoarrocha,cachorro no colo da vó,diário da minha rotina intestinal,284.0,4224.0,260.0,79.0,0.0,False,,,@mendesdoarrocha
"Aí uns vão dizer "" Kalil quebrou a cidade "" meu filho o mundo parou , China, Eua, Espanha, Itália, Inglaterra e outros, BH não foi exclusividade, eu fui paciente do Unai que presta acessória a prefeitura e confio muito nele.",2020-11-15 17:10:51,pt,,1.0,0.0,,🐓Bruno B🅰️r🅰️ GALO🐓,Atleticano/Técnico de eletrônica/Anti Cruzeirense,2920.0,1920.0,1197.0,980.0,0.0,False,,,@brunobf05
@faleirolodi Vai ser kalil e boulos,2020-11-15 17:10:45,pt,,0.0,0.0,@faleirolodi,seu emo👺,"Autoproclamado subcelebridade

























ele/dele",13518.0,35630.0,320.0,230.0,1.0,False,,,@francisupremacy
Enfim o Kalil vai ganhar toda forma então é noix Kalil,2020-11-15 17:10:43,pt,,0.0,0.0,@mendesdoarrocha,cachorro no colo da vó,diário da minha rotina intestinal,284.0,4224.0,260.0,79.0,0.0,False,,,@mendesdoarrocha
"Hoje cedo já  mandei o Kalil para casa, espero que outros façam  o mesmo. https://t.co/DCbuSJOku6",2020-11-15 17:10:12,pt,BR,3.0,3.0,,Ronaldo Mourao,"Gosto de carros potentes,Rolling Stones, Beatles,Tianastácia,Galo,14 bis,veleiros,fotografia.mar,pescaria guitarras.",445088.0,398241.0,29591.0,30840.0,207.0,False,,,@GPronaldo13
"De ultima hora mudei meu voto pra @aureacarolinax 
A fila tava grande, abri o instagram e vi a publicação dela, dei uma sapeada no perfil e resolvi mudar pelas causas dela e por ser mulher. Mas Kalil continua sendo mto bom também",2020-11-15 17:10:08,pt,,0.0,0.0,,FoKe™(Kelvin Costa),"A coisa mais importante da vida é ser você mesmo. A não ser que vc seja o Batman. O Batman é bem mais legal.
Torcedor dos @broncos, @atletico e @chelseaFC",46983.0,7401.0,711.0,784.0,6.0,False,,,@FoKelvin
