Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude,Author
"((CANDIDATOS INDICADOS POR BOLSONARO)):😎👉👉🇧🇷

CRIVELLA- Rio de Janeiro 
RUSSOMANO- São Paulo 
BRUNO ENGLER- Belo Horizonte 
GUSTAVO GAYER- Goiânia 
MARISA LOBO- Curitiba
DELEGADA PATRÍCIA- Recife

Copie e cole...

VAMOS AJUDAR O BRASIL A FAZER A FAXINA GERAL NAS ELEIÇÕES!!! https://t.co/vVYok2HrE1",2020-11-11 20:49:38,pt,BR,9.0,9.0,,💙💛💚Débora.B.P.💚💛💙,"🇧🇷 Brasileira - 🇧🇷Patriota - 🇧🇷Bolsonaro - 🇧🇷SP
TAMO JUNTO - 😎👉👉 🇧🇷 - MITOOOO!!!!!...",65536.0,32902.0,12128.0,17595.0,7.0,False,,,@deborabpaim
"Kalil sobre o vereador @LeoBurgues : E se tem um cara que me ajudou como se fosse um secretário, que me ajudou muito na prefeitura, é o Léo Burguês. Então, Léo, eu não posso me furtar de te agradecer, pedir à população que vote em você. https://t.co/R11Ud1xoeL",2020-11-11 20:46:39,pt,,0.0,0.0,,anabelasartes,"Estudante de Artes Visuais.

Sem elegância no coração, não há elegância” Yves Saint-Laurent",16338.0,355.0,2156.0,425.0,5.0,False,,,@anabelasartes
"Eu esqueci q ia ter prova hj acordei faltando 20min pra acabar o tempo
Sorte q a lau salvou",2020-11-11 20:44:01,pt,,1.0,0.0,,KaL1L,Construindo Minha Vibe no stu...,6313.0,3653.0,345.0,360.0,0.0,False,,,@Thur_kalil
"FRANCAMENTE, JEON... TUDO TEM LIMITES!!! https://t.co/RKMl5ZUUxH",2020-11-11 20:42:48,pt,,5.0,0.0,,Aurea,"bts & txt | universitária | lendo HP | sou legal, podem interagir comigo ^^",7213.0,24954.0,1591.0,980.0,3.0,False,,,@aurea_hjk
@fogeluana kalil ganhando o posto de prefeito &amp; melhor jingle,2020-11-11 20:42:33,pt,,0.0,0.0,@fogeluana,BOLSONARO É AS TROMBETA DO MEU CU 5️⃣0️⃣,debaixo da espuma eu vou zoando em alto astral,129107.0,47179.0,659.0,1588.0,12.0,False,,,@panwannabe
@panwannabe Jingle do kalil musica original axézinho &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; Musica do Andrada pegou a musica mais batida do ano e refez provando que nao presta pra absolutamente nada,2020-11-11 20:41:59,pt,,0.0,0.0,@panwannabe,"I don't have grace, I don't want grace",Edito reviso e yada yada yada,43161.0,50054.0,102.0,191.0,3.0,False,,,@fogeluana
"vou kaliiilll

vou vou de kalil mais uma veeezzz

eu quero ver ele fazer o que ele fez https://t.co/F89c7XDRQ6",2020-11-11 20:38:21,pt,,2.0,0.0,,BOLSONARO É AS TROMBETA DO MEU CU 5️⃣0️⃣,debaixo da espuma eu vou zoando em alto astral,129107.0,47179.0,659.0,1588.0,12.0,False,,,@panwannabe
"Em resposta @apenas_rose  

Candidatos  alinhados e apoiados pelo presidente Bolsonaro:

CRIVELLA- 10 (Rio de Janeiro)

RUSSOMANO-10 (São Paulo)

BRUNO ENGLER- (28)(Belo Horizonte)

GUSTAVO GAYER- (27) (Goiânia)

MARISA LOBO- (70) (Curitiba)

DELEGADA PATRÍCIA-  (19) (Recife)",2020-11-11 20:37:48,pt,,0.0,1.0,,eusbif12354,"Pós em Jornalismo Internacional PUC/SP, Gestão em MKT, Radialista, conservador e liberal, pró família, apoio Bolsonaro por uma nação livre de corrupção.",15922.0,2043.0,788.0,814.0,0.0,False,,,@eusbif12354
"Tendo que assistir o jogo em 180p,obrigado brisamerda",2020-11-11 20:37:41,pt,,0.0,0.0,,Fã de João Victor Schimith Righi,"Botafoguense y Laziale, as vezes me meto no Hertha.

@BeloScouts31 , @AnalisesMj y @_taticalizando

kalilmacedo77@gmail.com",3737.0,16988.0,130.0,172.0,1.0,False,,,@kalil_macedo02
Áurea Carolina tem atividades presenciais suspensas após pessoa da equipe contrair a covid-19: https://t.co/qgzxV6zaAO https://t.co/odJx0iA2iH,2020-11-11 20:34:28,pt,,7.0,0.0,,Rádio Itatiaia,"A Rádio de Minas. Tudo sobre o futebol mineiro, política, economia e informações de todo o Estado. A Itatiaia dá notícia de tudo.",106028.0,2966.0,87.0,1093554.0,953.0,True,,,@radioitatiaia
Já desistindo do meu voto no Kalil. https://t.co/rETGI3WjaL,2020-11-11 20:29:10,pt,,0.0,0.0,,Celão,"Quando as coisas estiverem dando errado, lembre-se de que o juiz Patricio Polic autorizou, e Riascos partiu pra bola.",97171.0,12026.0,2095.0,930.0,15.0,False,,,@marhago
"O líder de governo na Câmara Municipal de Belo Horizonte (CMBH), vereador @LeoBurgues  (PSL), candidato à reeleição, ganhou nesta semana um apoio público importante: o do prefeito Alexandre Kalil (PSD), através de um vídeo: https://t.co/cXspTm7Lud",2020-11-11 20:27:50,pt,,0.0,0.0,,BH na Rede,"Somos uma estrutura social composta por pessoas conectadas , que compartilham valores comuns em favor da cidade de Belo Horizonte. Participe!",16818.0,160.0,435.0,854.0,7.0,False,,,@bhnarede
@NandorGarcia @alexandrekalil @BrunoEnglerDM @nikolas_dm Vou votar no Bruno Engler,2020-11-11 20:26:59,pt,,1.0,0.0,@NandorGarcia,João Marcelo Pereira,,786.0,1153.0,115.0,31.0,0.0,False,,,@joaomarceloadv
"Lei áurea liberta, mas não trás igualdade. tudo normal por aqui",2020-11-11 20:26:17,pt,,0.0,0.0,,Gê 👻,"o crescimento consiste na fé diária ||
organizador da festa @tropadogaspar",13024.0,21096.0,713.0,659.0,0.0,False,,,@crfgeovane_
"@semspoiler_ Vem, Áurea 50 ♥️",2020-11-11 20:26:16,pt,,0.0,0.0,@semspoiler_,Anna Anchieta 🦌,escritora de ficção LGBT+ | gerente de relações da @aborealbr | enfermeira pela UFMG ♊♀️🏳️‍🌈 (ela/dela),4315.0,29211.0,299.0,214.0,0.0,False,,,@annanchieta
@direitadobr @BrunoEnglerDM A imprensa contando que Kalil vai ganhar no primeiro turno já está mudando a narrativa.  Acorda BH porque o Faliu vai fechar tudo novamente. https://t.co/8TLAhCIptY,2020-11-11 20:26:11,pt,,0.0,0.0,@direitadobr,Graça🇧🇷,"Brasileira, casada, mãe e patriota!! Juntos somos fortes!! 🤖🤖🤖",36367.0,104433.0,3695.0,4220.0,0.0,False,,,@MariaGr06892336
"Alô Belo Horizonte: 
Vote 28 Bruno Engler @BrunoEnglerDM https://t.co/RBFw4EAM12",2020-11-11 20:26:07,pt,,52.0,17.0,,Ely 🇧🇷,"DEUS NO COMANDO. Brasil,  Conservadora, 100% BOLSONARO 
🚫SEM DM🚫",17999.0,31074.0,25003.0,26526.0,17.0,False,,,@Zeninha_38
"Minha candidata demais ♥️
Boulinhos em SP e Áurea em BH, meu sonho de princesa https://t.co/84wmR5QQDb",2020-11-11 20:24:55,pt,,0.0,0.0,,Anna Anchieta 🦌,escritora de ficção LGBT+ | gerente de relações da @aborealbr | enfermeira pela UFMG ♊♀️🏳️‍🌈 (ela/dela),4315.0,29211.0,299.0,214.0,0.0,False,,,@annanchieta
Fico puto quando ouvindo lei áurea no fone e vem alguém e me chama,2020-11-11 20:23:59,pt,,0.0,0.0,,Gê 👻,"o crescimento consiste na fé diária ||
organizador da festa @tropadogaspar",13024.0,21096.0,713.0,659.0,0.0,False,,,@crfgeovane_
"Fã de frontini e hater de nando, tem cada coisa viu...",2020-11-11 20:23:33,pt,,1.0,0.0,,Fã de João Victor Schimith Righi,"Botafoguense y Laziale, as vezes me meto no Hertha.

@BeloScouts31 , @AnalisesMj y @_taticalizando

kalilmacedo77@gmail.com",3737.0,16988.0,130.0,172.0,1.0,False,,,@kalil_macedo02
"Atenção Belo Horizonte:
Bruno Engler, 28.... https://t.co/HrVsU0qBgt",2020-11-11 20:23:27,pt,,28.0,8.0,,Ely 🇧🇷,"DEUS NO COMANDO. Brasil,  Conservadora, 100% BOLSONARO 
🚫SEM DM🚫",17999.0,31074.0,25003.0,26526.0,17.0,False,,,@Zeninha_38
"Se um dia eu resolver me matar,pode ter certeza que eu vou explodir o prédio da anatel.",2020-11-11 20:21:53,pt,,0.0,0.0,,Fã de João Victor Schimith Righi,"Botafoguense y Laziale, as vezes me meto no Hertha.

@BeloScouts31 , @AnalisesMj y @_taticalizando

kalilmacedo77@gmail.com",3737.0,16988.0,130.0,172.0,1.0,False,,,@kalil_macedo02
@paulojornalist @otempo Bruno Engler tá com quantos % mesmo?,2020-11-11 20:21:50,pt,,0.0,0.0,@paulojornalist,aikau do tempo,"comento sobre o clima e reclamo do tempo - estou respondendo perguntas sobre política, religião e TITANIC",170598.0,2729.0,350.0,598.0,8.0,False,,,@TheAikau
"se eu votasse em Belo Horizonte, seria 100% ÁUREA CAROLINA.

Descubra qual candidato tem mais afinidade com você na eleição 2020 https://t.co/D4LMkOqFTB via @brasildefato",2020-11-11 20:21:09,pt,,0.0,0.0,,"camarada michael, o triste","comunismo & paramore
🇧🇷☭
Curitiba, 02/08/13",85034.0,757.0,952.0,1649.0,38.0,False,,,@0800VAISEFODER
"@aloisiojunio_ Isso aí é culpa dos atleticanos que ficam enchendo o saco do cara, Kalil quase rebaixou o Atletico.
Mas o cara não pode nem fazer um tweet q vem 300 criticar o cara",2020-11-11 20:20:55,pt,,0.0,0.0,@aloisiojunio_,Gabriel Henrique,nada não,3660.0,5785.0,464.0,461.0,0.0,False,,,@gabrilindo13
"#MeiodeCampo Na coluna desta semana, o advogado Rodrigo R. Monteiro de Castro propõe relações entre a lei Áurea, a lei Pelé e a lei do clube-empresa, que estaria em vias de ser votada no Senado. https://t.co/A7zn2fxh66",2020-11-11 20:19:10,pt,,1.0,0.0,,Migalhas,Direito e opinião. As principais #notícias do meio #jurídico.,44544.0,137.0,154.0,75389.0,372.0,True,,,@PortalMigalhas
"Que golaço do Veron,esse mlk é mto bom kkk",2020-11-11 20:18:37,pt,,0.0,0.0,,Fã de João Victor Schimith Righi,"Botafoguense y Laziale, as vezes me meto no Hertha.

@BeloScouts31 , @AnalisesMj y @_taticalizando

kalilmacedo77@gmail.com",3737.0,16988.0,130.0,172.0,1.0,False,,,@kalil_macedo02
"🎡 PARQUE GUANABARA 🎠
Bruno Engler apoia a sua reabertura imediata com protocolos de segurança. Mais uma empresa que está agonizando e indo para a falência! Um patrimônio de lazer de Belo Horizonte! #ForaKalil 

@BrunoEnglerDM 🇧🇷 #BH28 
🔄Compartilhem https://t.co/chNTHEk8fj",2020-11-11 20:17:19,pt,,29.0,14.0,,𝐃𝐈𝐑𝐄𝐈𝐓𝐀 𝐃𝐎 𝐁𝐑𝐀𝐒𝐈𝐋 🇧🇷,#DireitaDoBrasil 🇧🇷 João 8:32,9831.0,12490.0,24208.0,32348.0,17.0,False,,,@direitadobr
"O líder de governo na Câmara Municipal de Belo Horizonte (CMBH), vereador @LeoBurgues  (PSL), candidato à reeleição, ganhou nesta semana um apoio público importante: o do prefeito Alexandre Kalil (PSD), através de um vídeo. Veja: https://t.co/r96iVxe8Ic",2020-11-11 20:15:12,pt,,0.0,0.0,,Minas Sem Censura,Mensagens sobre a política de Minas Gerais,3539.0,193.0,1935.0,1826.0,16.0,False,,,@minassemcensura
"Oi gente, votem Aurea Carolina 50 pfvrzinho https://t.co/gRfb5hhVuV",2020-11-11 20:13:37,pt,,7.0,0.0,,Camila Abdanur 🏳️‍🌈,"Ilustradora, quadrinista, designer 📝 Divulgadora oficial de doces que mamãe faz 💛 Ela/They 🌻 DON'T REPOST! RTs and QRTs ok! ✨ email: contact.cahlac@gmail.com",68105.0,82699.0,987.0,7149.0,56.0,False,,,@CahLac
"E mais uma vez a brisanet interrompendo meus estudos,que provedor incrível!!!!!",2020-11-11 20:13:27,pt,,1.0,0.0,,Fã de João Victor Schimith Righi,"Botafoguense y Laziale, as vezes me meto no Hertha.

@BeloScouts31 , @AnalisesMj y @_taticalizando

kalilmacedo77@gmail.com",3737.0,16988.0,130.0,172.0,1.0,False,,,@kalil_macedo02
"Atenção Patriotas

Estes candidatos estão alinhados e apoiados pelo presidente Bolsonaro:

CRIVELLA- 10 (Rio de Janeiro)

RUSSOMANO-10 (São Paulo)

BRUNO ENGLER- (28)(Belo Horizonte)

GUSTAVO GAYER- (27) (Goiânia)

MARISA LOBO- (70) (Curitiba)

DELEGADA PATRÍCIA-  (19) (Recife)",2020-11-11 20:13:11,pt,,102.0,53.0,,Rose 🇧🇷®,"Cristã, professora, casada, mãe e de direita.
Gosto de música, livros, séries, filmes e de opinar sobre diversos assuntos. 
🚫 DM e conta com cadeado 🚫",16477.0,43953.0,6723.0,6559.0,1.0,False,,,@apenas_rose
@bibsrisadinha Nao era a casa do terto?,2020-11-11 20:11:29,pt,,0.0,0.0,@bibsrisadinha,Kriel Aalil,Kudurista,3884.0,15019.0,309.0,197.0,0.0,False,,,@kalil_ariel
"@tozakiweb você é simplesmente única, vida, sou o cara mais sortudo de tds os universos por ter vc comigo :(( sua aurea levinha contagia td mundo q ta por perto e eu nn quero te perder nunquinha nunquinha msm",2020-11-11 20:10:43,pt,,0.0,0.0,@tozakiweb,yuyu *-*,#MINHO: bLIng BliNg Is JonGHyUn dibidibidis,1175.0,997.0,491.0,136.0,1.0,False,,,@shyyguymoonie
"@lelecofonsec @Jorgging1 OH O FRETE
é hoje que eu me passo com Kalil",2020-11-11 20:10:42,pt,,2.0,0.0,@lelecofonsec,Lary,A capa já diz tudo,5700.0,9783.0,298.0,347.0,22.0,False,,,@laryssaadler
"Reportagem reúne as propostas dos candidatos à prefeitura de BH envolvendo literatura

Áurea Carolina (PSOL) é a que mais detalha propostas relacionadas ao livro em seu plano de governo. Alexandre Kalil (PSD), atual prefeito, também elenca desafios. https://t.co/4MK8ytahxg https://t.co/CIipnFSpOX",2020-11-11 20:10:00,pt,,83.0,6.0,,Sem Spoiler,"O maior portal de atualizações literárias do Brasil. Notícias, lançamentos e conteúdo exclusivo — tudo em um só lugar. Sem spoiler.
📧 contato@semspoiler.com",18879.0,25943.0,709.0,100526.0,190.0,False,,,@semspoiler_
"🚨ACORDA POVO BRASILEIRO! Se estamos de acordo com todos os alertas relacionados abaixo e se vc quer prosperidade para a sua família e pra  sua cidade,então diga  NÃO ao Bruno Covas (São Paulo) NÃO Kalil (BH) NÃO Manuela (Porto Alegre) NÃO ao  PMDB,PT,PSOl.. etc!AGORA OU NUNCA 🚨 https://t.co/h9sfZRZnbV",2020-11-11 20:09:36,pt,,72.0,32.0,,Iane menezes,,40563.0,41363.0,7387.0,8537.0,3.0,False,,,@iane_menezes
@VelhoVamp1 @EAFIFABR @RivalryCsgobr @GamersClubCS Eu amo um velho hahahahahaha ❤️,2020-11-11 20:09:08,pt,,1.0,0.0,@VelhoVamp1,Pedro Kalil,High Life,4035.0,41143.0,655.0,80.0,0.0,False,,,@pedro_kalil
"quem votar no Kalil vai ter 7 anos de azar, minha mandinga é forte só pra avisar.",2020-11-11 20:09:05,pt,,3.0,1.0,,Charlotteiro,@gabrielgiotto,12712.0,10114.0,337.0,127.0,0.0,False,,,@gabriottochado9
Assessoria da campanha da candidata à prefeitura de BH informou todas as pessoas que tiveram contato com a pessoa contaminada serão testadas https://t.co/tLeRKzWL0M,2020-11-11 20:08:14,pt,,11.0,1.0,,O Tempo,"Perfil oficial do jornal O Tempo, de Belo Horizonte, Minas Gerais.",361683.0,2043.0,63.0,354794.0,900.0,True,,,@otempo
"Vocês que vai votar na Áurea eu só espero que cobrem ela terminar, pelo menos, esse mandato",2020-11-11 20:06:51,pt,,1.0,0.0,,ela ta me agressivando,"“i don’t care” i say caringly, as i care deeply",14235.0,15616.0,75.0,160.0,5.0,False,,,@piilaaarrrr
"O Kalil colocou um pagodinho pra conquistar os eleitores, mano vai ser no primeiro turno e histórico essa eleição em BH.",2020-11-11 20:05:22,pt,,0.0,0.0,,𝕊𝕔himit 🇩🇪,Belo Horizonte,9582.0,2338.0,1726.0,1123.0,0.0,False,,,@SchimitFiell
@Samternura Alexandre Kalil. Acho que do PSD. Dizem quevera qq coisa importante no futebol. Sua atuação na pandemia está sendo muito elogiada.,2020-11-11 20:04:36,pt,,0.0,0.0,@Samternura,Tereza Regina,"Veterinária que procura cuidar e abrigar quantos animais consiga. Morando em cidade, principalmente cães.",17632.0,26987.0,1732.0,1292.0,1.0,False,,,@EspeschitRegina
Motivos pra vc não passar pano pro Kalil: cortou as dobras dos professores (tem professor passando fome); diminuiu o turno da UMEI com o argumento de ampliar as vagas(as mães que trabalham a tarde que lutem né); essas obras feitas são da empresa da família dele; não fez nada+,2020-11-11 20:04:06,pt,,4.0,1.0,,pretona,,34912.0,24869.0,739.0,580.0,1.0,False,,,@lhms11
gente a aurea respondeu meu stories e eu não sei como me comportar &lt;3,2020-11-11 20:02:35,pt,,12.0,0.0,,MASSAI!,Ilustrador e produtor de conteúdo criativo 🇧🇷 (ele/dele) Membro da @wakandastreamer  | 📸: https://t.co/lu9SP3YBle 🎥 https://t.co/mRpwHjrFJJ,127109.0,25891.0,984.0,7124.0,112.0,False,,,@Massai_
Amoh a musiquinha de Kalil,2020-11-11 20:01:02,pt,,0.0,0.0,,Beatriz,@Cruzeiro 💙,12934.0,6433.0,218.0,245.0,0.0,False,,,@Biafng
"@theucec Bruno Engler da uma olhada na página dele no Instagram. De direita. Eu e minha família vamos votar nele, acho que ele merece uma chance, pq só temos os mais dos mesmos, Kalil, João Vitor chavier etc. Se vc tiver na dúvida sobre vereador tem o Nikolas 28000 procura no Instagram.",2020-11-11 20:00:24,pt,,1.0,0.0,@theucec,Renata Silva Andrade #Bolsonaro1⃣7⃣,Ah! Ser Cruzeiro é bom de mais.🇧🇷🇮🇱,632.0,6318.0,186.0,76.0,0.0,False,,,@Rena9424
"Integrantes da Rede Mobiliza RMBH se reuniram com Luzia Ferreira, representante do candidato à prefeitura de BH, João Vítor Xavier, para apresentar o programa de governo “Cidade em Movimento: 24 propostas para BH até 2024”.  

#eleições #24propostaspara2024⠀⠀⠀⠀⠀⠀⠀⠀ https://t.co/orxgi3GVr9",2020-11-11 20:00:09,pt,,0.0,0.0,,Movimento Nossa BH,"Movimento social que objetiva uma BH mais justa e sustentável, por meio da incidência nas políticas públicas. A gente quer, a gente faz!",6766.0,441.0,732.0,4404.0,61.0,False,,,@nossabh
"ATENÇÃO bolsonaristas! Estes estão alinhados com o presidente
CRIVELLA- Rio de Janeiro 
RUSSOMANO- São Paulo 
BRUNO ENGLER- Belo Horizonte 
GUSTAVO GAYER- Goiânia 
MARISA LOBO- Curitiba
DELEGADA PATRÍCIA- Recife
Patriotas, caso saibam de mais candidatos apoiado pelo PR, me enviem https://t.co/ICmtJqNxgm",2020-11-11 20:00:07,pt,,5.0,4.0,,"Nina Luz 3⃣8⃣Rtt tudo, SÓ da DIREITA👍","💯🇧🇷 Brasileira!  Não é raiva é ASCO de comunista!! FORA ESQUERDALHAS!!! #DireitaSegueDireita.
Aqui é #Bolsonaro2022",67860.0,54734.0,10195.0,9978.0,2.0,False,,,@NinaLuz23695256
"Emmanuelle Kalil, head de marketing da Copagaz Distribuidora de Gás S.A.: “(...) melhoramos a experiência do cliente, que passou a fornecer menos dados de confirmação, e aumentamos a produtividade do time."" https://t.co/71XdylIvfx",2020-11-11 20:00:04,pt,,0.0,0.0,,Audrei Moron,"Profissional de business development, marketing e comunicação digital.",2689.0,66.0,129.0,237.0,13.0,False,,,@audreimoron
.....ostensiva para o Kalil e não para o seu empregado candidato a prefeito que é o João Vitor Xavier... está tudo combinado entre esses canalhas... é a Teoria da Tesoura se comprovando na pratica...voto limpo é só mesmo no *Bruno Engler* pra prefeito de BH.,2020-11-11 19:59:04,pt,,0.0,0.0,@Vieira651,Vieira65🇧🇷🇺🇸🇮🇱,"💯%DEUS, PÁTRIA E FAMÍLIA🙏🏼🇧🇷",2389.0,3704.0,1193.0,1275.0,0.0,False,,,@Vieira651
"🚨  S. O. S. BH 🚨

""ATENÇÃO BELORIZONTINOS""

O João Vitor Xavier foi colocado no pleito para prefeitura de BH para  concorrer e para tomar votos da classe média para que o Kalil seja eleito... O João Vitor Xavier é homem do Emanuel Carneiro da Radio Itatiaia que faz campanha...",2020-11-11 19:59:03,pt,,2.0,0.0,,Vieira65🇧🇷🇺🇸🇮🇱,"💯%DEUS, PÁTRIA E FAMÍLIA🙏🏼🇧🇷",2389.0,3704.0,1193.0,1275.0,0.0,False,,,@Vieira651
"A chapa será Sérgio Coelho e o José M. Procópio, que é amigo do Sérgio . O Sérgio tem o apoio de todos os cabeças do Galo hoje, incluindo o Alexandre Kalil.  Informação quente, não e palpite.",2020-11-11 19:58:33,pt,,3.0,0.0,,Eduardo,Advogado e torcedor do Galo!!,15199.0,10576.0,832.0,609.0,3.0,False,,,@_advogalo
"@otempo Infelizmente, o pode de BH precisa tirar este Kalil da prefeitura, a cidade esta parada, a construção civil parou na cidade é a que mais gera emprego.",2020-11-11 19:54:17,pt,,0.0,0.0,@otempo,Sebastião Genário Ferreira,,965.0,744.0,336.0,21.0,0.0,False,,,@SebastioGenrio1
"@BrunoEnglerDM BH, se você não quer quebrar, não fechar comércio, não ficar sem estudar, sem emprego e renda (não tem auxílio mais não), vote em Bruno Engler(futuro adv., membro com.dir.humanos, deputado). Pandemia controla com higiene e distanciamento, dá pra trabalhar. VOTE BRUNO ENGLER 28 https://t.co/BwNEan8Wsk",2020-11-11 19:53:51,pt,,1.0,1.0,@BrunoEnglerDM,Rachel S,"#TRUMP É O PRESIDENTE

Ative o🔔 para saber mais...",725.0,2380.0,2373.0,1701.0,0.0,False,,,@sigamesequiser1
@Thur_kalil @Raxta__ @ogbrxno @rappersmentindo KKKKKKK mema fita fds,2020-11-11 19:52:32,pt,,1.0,0.0,@Thur_kalil,furlan 💫,beleza fera,90.0,1327.0,137.0,163.0,0.0,False,,,@furlanzinn
"@13Frc @Falagalo13 @Atletico mds q doente mental, Lázaro salvou o galo de uns 1000 processos e o doentao baba ovo de kalil chama de banana",2020-11-11 19:51:55,pt,,1.0,0.0,@13Frc,Gabriel Veloso,"Só uso isso pra ver coisas de animes e futebol, qualquer assunto que exija o mínimo de raciocínio e não seja relacionado a essas 2 coisas = fds

@atletico",1191.0,6601.0,199.0,141.0,0.0,False,,,@Gabriel24090717
"VOU DE KALIL VAI VAI VAI
eu amo essa musicaaaaa",2020-11-11 19:48:02,pt,,1.0,0.0,,Leandro Lourer,"Devoto de Ana Maria Braga                                    
https://t.co/6khica36At",9202.0,2137.0,319.0,282.0,0.0,False,,,@lelesrodrigao
